post_id,cmt_content,cmt_author,cmt_created_at
1399609,배터리가 더클것 같습니다. 신뢰할수없는 브랜드의 저가형 배터리 충전중 발화는 문제죠,그마Ii오닉6I경기,2024-02-21 17:34:00
1399609,배터리 문제도 생각하고 있었지만 눈으로 차가 도로 한복판에서 멈춰 있는 걸 보니 2차 사고도 우려가 되었죠... 만약 발화를 봤으면...ㅎㄷㄷ,차차I대전,2024-02-21 17:38:00
1399609,"신뢰할수 없는 브랜드의 기업이 LG엔솔인가 본데요. 구형 볼트EV 전량교체하고 있습니다.니로SG2도 중국 저가이며 구형인 CATL사의 NCM배터리가 장착되어 있어서 사놓고 후회중입니다.어쩐지 사전구매 예약도 안했는데 4개월만에 출고되더라구요. 기존 계약자들이 취소 많이 하셔서22년9월에 차받았네요. 아5,EV6도 계약했었는데 22년에는 없어서 못팔았습니다.23년부터 전기차가 안팔리기 시작하니 가뜩이나 인기없는 차종은 더 안팔리겠죠....요즘도 코나, 니로 사시는 분들이 있어서 참 아쉽습니다. 차가 안좋거든요.EV3가 6월에 출시되면 코나/니로는 퇴출될겁니다.",금연I니로EVI하남,2024-02-21 17:43:00
1399609,구형 볼트EV는 중국산 LG배터리 분리막 QC 불량으로 판명 났습니다.그리고 어떤 기업이라고 말한적 없습니다. 몰고가지 마세요.신뢰하냐 마냐는 개인의 몫입니다. 그리고 코나/니로는 순수EV는 판매량 별로 없습니다.니로는 그나마 구형파생모델이 택시로 출고되고있고 그나마 국산 523인것으로 알고 있습니다.,그마Ii오닉6I경기,2024-02-21 18:09:00
1399609,중국내수가 아닌 국내차종에서는 신뢰할수없는 브랜드의 저가형 배터리가 뭐가있죠?BYD LGSKCATL등... 신뢰할수없는 브랜드는 없을정도로 글로벌 브랜드 뿐인데요?..?,전남levxl안녕,2024-02-21 21:35:00
1399609,현기도 에로가 많을겁니다. 개선품을 만들어서 장착하고 있다고 말하면 기존구매자들이 문제가 있긴있었네...개선품을 만들었으니 리콜해다오 할거고....그러지 않으면 불안함에 차가 안팔릴것 같고....지금 한참 헤메고 있을겁니다. 그런데 ICCU고장으로 고치신분 글을 봤는데 거기서 개선품을 장착했다고 합니다.,금연I니로EVI하남,2024-02-21 17:36:00
1399609,오~ 개선품 장착하신 분들이 많으면 좋을텐데요,차차I대전,2024-02-21 17:39:00
1399609,개선이 된건가요? 페리 구매 고민중이라,초가집까마귀,2024-02-21 23:07:00
1399609,ICCU가 제일 문제입니다. 정말 최악의 상태라고 봅니다,라퓨타I아6I경기,2024-02-21 17:53:00
1399609,작은 사고에 열폭주 하는게 제일 무섭네요 ㅠㅠ,맨유우승I서울,2024-02-21 17:55:00
1399609,현기 ICCU와 사고 시 화재,집밥 I EUV I 청라,2024-02-21 18:52:00
1399609,iccu보다는 인화성냉매가 더 문제 같아요무시동히터도 문제인데 이런건 본인이 개조한거라....아무튼 화재가 제일 걱정이에요,거북l아이오닉5l시흥,2024-02-21 20:25:00
1399609,오늘 중고 볼트ev 2020년식 프리미어 사는데 볼트ev 에도 iccu 기능이 없나요??.T.T,찐빵I볼트EVI횡성,2024-02-26 05:01:00
1399478,추돌사고 건은....너무 일반화 같습니다,나난드리I서울,2024-02-21 15:12:00
1394946,극히 일부 입니다. 그냥 고고싱 하세용~,루이ㅣ레이ㅣ남양주,2024-02-14 12:51:00
1394946,아직까지 원인을 못찾는건 아닐거같은데 진짜 심각한문제입니다 저도 다음차는 현기 제외요,피꽈추Ii오닉5I부산,2024-02-14 12:52:00
1394946,요즘 iccu 설계하는 인원 뽑고 있는거 같더만요,파리크롸상IMYLI경기,2024-02-14 13:03:00
1394946,"저도 그 문제로 구매를 망설였는데 일단 나오는 문제는 일부 차량 들이기도 하고 문제가 발생하면 무상수리가 된다고 하니 다른 장점들 생각하고 구매했어요. 너무 치명적인 결함인데 근본적인 문제가 해결이 안된다니 답답하지만 급발진, 배터리 화재, 등등 생각하면 평생 못사겠더라구요.",바카스I아이6I일산,2024-02-14 12:52:00
1394946,iccu 문제는 비엠이나 다른 제조사도 있는거 아니에요?,서연아빠 I 고양,2024-02-14 12:55:00
1394946,지금 문제되는 ICCU는 현대 E-GMP에 들어가는 부품에 대한 부분으로 현기 종특 결함입니다 ㅜ,공바I경기,2024-02-14 13:00:00
1394946,BMW 도 CCU라고 터지는중요,TDI아이오닉5I창원,2024-02-14 13:11:00
1394946,BMW도 카페에 검색해 보시면 종종 CCU 문제 발생하고 있습니다.현기가 많이 팔린만큼 빈도수가 잦아보이는 거죠.멀쩡하게 타고 다니시는 분들이 훠얼~씬 많아요....ICCU 문제 발생하면 시동 배터리 충전이 안되어 방전되기 전 까지는 운행이 가능하므로 안전지대로 이동할 시간 충분한 것으로 보입니다.문제를 빨리 해결 못하는 현기 문제는 있지만 그렇다고 그렇게까지 불안해 할 필요까지는 없어보입니다.,새우아빠I오닉5I수원,2024-02-14 13:37:00
1394946,ㅣ년6개월된 아5 방금 iccu불량로 실려갔어요..리콜도 받았는데 황당합니다 리콜은 페이크였네요,멋진넘I아5니로I동탄,2024-02-14 13:07:00
1394946,비엠도 테슬라도 ccu간헐적으로 나올걸요? 검색해보심 불안하면 내연 ㄱㄱ 하세오,해위Iix3I경북,2024-02-14 13:16:00
1394946,https://youtu.be/Qkup6AEUYng?si=VyjWoQEWuZSrosis,파리크롸상IMYLI경기,2024-02-14 13:23:00
1394946,뭐가 문젠가 찾아보니 이런 영상이 있네요. 참조하세요,파리크롸상IMYLI경기,2024-02-14 13:23:00
1394946,"빈도수가 달라서 그런지 국내 판매대수가 달라서 그런지 수입차종에서도 발생되는 iccu문제를 현기차 종특으로 아시는분들이 많으시네요 카페에 ""방전"" ""iccu""등의 키워드로 검색만해봐도 확인이 가능한 부분인데 아쉽네요 나무위키기준 아이오닉7의 연기사유중 개선된 ICCU 탑재때문이라는 글이 있기에 개선된 제품이 나올지 기대해봅니다",펑IEV9l부산,2024-02-14 13:31:00
1394946,음... 같은 역활을 하는 부품일뿐 현기차에 들어가는 ICCU는 모비스와 협력업체에서 만든 것으로 타 메이커 충전제어 ECU는 다른 부품이 맞습니다.즉 종특이라는거고 모든 메이커에서 이렇게 심각한 빈도로 발생하는 문제도 아닙니다.,공바I경기,2024-02-14 13:37:00
1394946,ICCU 결함이 현기만 그런게 아니라고 쉴드치시는 분들이 있네요... ㄷㄷ이 문제는 한국 뿐만아니라 미국에서도 현기 전기차의 중대한 결함이라고 알려진 부분인데 이걸 왜 실드를 치시는지...BMW 에서도 동일한 역할을 하는 부품에 결함이 있다고 현기만 그런게 아니라는 논리는 말이 안됩니다. BMW 들어가는건 다른 부품입니다.현대에 들어가는 ICCU 는 모비스와 아래 협력사에서 개발 공급하는 부품으로 현기차에 들어가는 부품의 종특 불량임은 부정할 수 없습니다.,공바I경기,2024-02-14 13:43:00
1394946,동일한 작동을 하는기기이지만 다른곳에서 만든거라 쉴드친다고 하시는게 그렇네요 쉴드친적 없습니다 저도 iccu 불안하다고 징징거리며 게시글적고있습니다 댓글처럼 논리라고 하셨는데 유사부품을 다른곳에서 만든다고 전기차가 전기차가 아닌건 아닌것 같네요,펑IEV9l부산,2024-02-14 13:44:00
1394946,흔히 물타기라 하지요 다른곳도 터지니까 현대라고 별수 없다? 현기만 안터지게 만들었다면 그게 기술력이고 상품성이 되는건데 안타깝습니다. 상대적으로 현대가 많이 팔아서 도드라져 보인다는 말도 참 안타깝습니다,mAvAmI모yQ4I경기,2024-02-14 22:25:00
1394946,제가 물타기한다는건가요? 제가 현대를 쉴드 친다는건가요? 도대체 제가 뭘 물타기한건가요? 모르면 가르쳐주시면 배우겠습니다 다른게시글에서도 적었지만 아직 전기차 초보이고 배울게 많습니다 갑자기 물타기를 한다고 말씀하시니 조금 당황스러운데 제가 뭘 했나요?,펑IEV9l부산,2024-02-14 22:37:00
1394946,진정하시구요 공바님이 다른분한테 한얘기 곡해 하신거 같네요,mAvAmI모yQ4I경기,2024-02-14 23:11:00
1394946,"오해한거라면 죄송합니다 제 닉네임 걸려있고 물타기라고 하시니 여쭤본겁니다 저도 넥쏘이후 순수전기차는 초보라 많이 배우고 있습니다 제가 기아차 오너이기는 하지만, 타브랜드 전기차도 관심많고 많이 배우는중입니다 그저 요즘 분위기가 어디오너를 막록하고 날이 서있다보니 저역시도 그랬나봅니다 비오는 밤 건강유의 하시고, 좋은밤 되세요 오해라고 하시니 제가 실수한건 같습니다",펑IEV9l부산,2024-02-14 23:16:00
1394946,현기 전기차를 안 사는 방법도 있습니다,안주는뭐I모YI청주,2024-02-14 13:43:00
1394946,"미국 리콜도 있었으니, 올해 부분변경이 예상되는 아이오닉5 페리는 개선품이 들어가지 않을까요?! 그때 구매하심이...",TSQ4MY분당,2024-02-14 13:45:00
1394946,그래도 결함 바로 해결되는것 같고 대응이 현기만큼 빠른대는 없네요 안타깝지만,서울ll다다승승,2024-02-14 13:49:00
1394946,22 극히 드물어서 고고?? 만약 그게 자기 자신이 될수있다면 저렇게 얘기 할수가 있을까?현기 전기차는 무조건 걸러야함,재현l모델3l경기,2024-02-14 22:53:00
1394946,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저도 잘알죠 ㅠㅠ 근데 사람들은 자기는 안걸리겠지 하고 산다는게 참 이해가 안가네여 힘내세요 둘리님,재현l모델3l경기,2024-02-14 23:27:00
1394946,담엔 현기차는 무조건 거르세여 ㅋㅋ,재현l모델3l경기,2024-02-14 23:27:00
1394946,현.기 제외한 차량을 사면 됩니다.,반땅IEV9I경기,2024-02-14 13:51:00
1394946,불안하시면 다른차 사는게 맞아요. 저도 제차 빨리 터지면 좋겠어요. 새부품으로라도 교체하게요.,하먼l아5l성남,2024-02-14 13:52:00
1394946,손상으로 인하여 운행에 차질이 생기는 것보다 더 큰 문제는 보증기간이 지난 이후 손상되는 것입니다.다른 차량도 동일합니다가 아니고 보증기간이 지나도 교환받으실 수 있도록 오너분들이 뭉쳐서 한목소리를 내셔야 합니다.,롤꾸lEUVl스산,2024-02-14 14:36:00
1394946,다가올 여름되면 많이 터질겁니다. 잘 타고 다니신다는 분들이 계신데 소프트웨어 조작해서 온도 올라가면전기용량 줄여서 충전되게 만들어 버린겁니다. 완속충전 세월가죠. 기대하십시요. 올여름 곧 다가옵니다.,금연I니로EVI하남,2024-02-14 14:38:00
1394946,Iccu 결함 평생보증 아닌가요?,영꼬I아5볼트I구미,2024-02-14 15:14:00
1394946,고장나면 화가나고 당황스럽지만 바로 교채해 줍니다.,꼭다리님l진주l,2024-02-14 16:01:00
1394946,두번 연속 터지신분도 있던데.. 타는동안 불안할거 생각하면... 다른차 생각해보셔요 ㅠ,보리I폴스타2I화성,2024-02-14 16:15:00
1394946,불안하면 어쩔수없죠. 그러나 수입차들이라고 안터지지않습니다,심플I아이오닉5I인천,2024-02-14 17:03:00
1394946,폴스타 2년째 타는데 iccu가 뭔지 모르겠는데 그게 뭔가요?,꼬마김밥I폴2I서울,2024-02-14 17:25:00
1394946,폴스타 obc요 종종터짐,보뚜I 폴2 I 충남,2024-02-14 22:31:00
1394946,"iccu 터지는거 보면 심각하던데, 낮은 확률로 일부분만 터진다는둥 쉴드 치시는분 보면 어이가 없습니다.잘 달리다가 언제 터져서 차가 멈출지도 모르고, 완속 충전 중단 되는 증상도 많던데..저도 gv60 구매할려다가 iccu 결함 때문에 2025년 이후 출시차 구매할려고 기다리는 중입니다.아니면 아에 포기하고 2026년에 출시하는 다음 세대 플랫폼 em 으로 가는 방법도..",캣마스터l부산,2024-02-14 18:09:00
1394946,현 오너로써 그냥 타지만 다른분즐 터지는겅 보면 저라면 안살거같아요,블랙I아5레이I부산,2024-02-14 21:38:00
1394946,아직 안산게 위너 입니다~ 전기차 처다도 보지 마세요,페더l어른오닉5l광주,2024-02-14 22:46:00
1394946,현기 전기차는 사지마세요 ㅋㅋ 제가 코나 탔을때 겪어보고 절대안삼,재현l모델3l경기,2024-02-14 22:53:00
1394946,아5로 기변하려다 참았습니다. 예정대로 다른제조사로 가려구요.,달마l코나l경기,2024-02-15 11:04:00
1394836,리콜안해주면 아마 질문자님 같은분 계속늘어날겁니다 불안해서 타겠나..,촙IEv6I광주,2024-02-14 10:38:00
1394836,ㅠㅠ,앵두루II부산,2024-02-14 10:39:00
1394836,가장 큰 문제는 iccu 문제를 해결한 개선품이 안나온게 문제겠죠...이건정말 평생리콜로 해놓고 써야지 마음이라도 편할텐데,하루벌이Iev9l고양,2024-02-14 10:41:00
1394836,iccu가 모든 전기차에서 나오는문제도아니고...하이브리드가 나은건 말이안되죠,정정IM3I전북,2024-02-14 10:41:00
1394836,"확률은 낮지만 일단 터지면 100퍼센트죠 ㅎㅎ..전 기변증이 심해서 코나 일렉트릭, 넥쏘, g80 전기차, 아이오닉6, gv60 등을 짧게 짧게 운용했었는데iccu 쪽은 멀쩡했으나 각 차량이 가지고 있는 고질병들이 있어 한두번씩은 센터 다 왔다갔다 했었고,오히려 지금 타고있는 i4가 노터치 세차만 하면 고전압 경고등과 구동장치 경고등이 번갈아가면서 뜨는 경우가 있어서 스트레스네요.요즘 하브 잘 나오고 내년엔 제네시스 하브도 나온다고 하니 좋은 선택 하시길 바랍니다.",이득li4l경기,2024-02-14 10:42:00
1394836,스트레스 많이 받으셨겠네요.답글 감사 합니다.,앵두루II부산,2024-02-14 10:50:00
1394836,시간이 지나면서 덮고 신차 출시로 덮고 미국은 리콜 자국민은 무상수리,브래스l모3l경기,2024-02-14 10:43:00
1394836,출고 2년 된 입장에서..운전자님들 성향 마다 다르겠지만저는 만에 하나라는 확률 보단 높아 보이기에iccu이슈는 늘 부담스럽긴 합니다.,차크닉IGV60I일산,2024-02-14 10:48:00
1394836,11kwh에서 주로 발생되는듯 합니다.그밖에는 못탈정도는 아닌듯,대박lEV9l화성,2024-02-14 10:49:00
1394836,저는 매일 회사밥으로 11kw충전하네요. ㅠㅠ,감루비leGV70l경기,2024-02-14 11:46:00
1394836,충전전류를 낮춰봐요,행쥐I아이오닉6I경기,2024-02-14 17:38:00
1394836,넵!! 정보 감사합니다.보증이 5년이니 그냥 사용할려구요.차가 얼마 안팔런지 카페내 70이 이슈는 거의 안보이네요.,감루비leGV70l경기,2024-02-14 17:40:00
1394836,11키로 한번도 안해도 터졌습니다,두두둥l아6l대구,2024-02-16 23:25:00
1394836,시간이 문제지 언젠가 무조건 터지는 시한폭탄 맞습니다.전조증상도 없고 사전점검도 불가능한게 문제입니다.제일 큰 문제는 이게 고속도로에서 터질때가 문제죠.,떡구님 I 서울,2024-02-14 10:54:00
1394836,14만건요? 우와~ 이렇게 많을줄은 미쳐 몰랐네요...진짜 많군요.,바람꽃ㅣeg80 l충주,2024-02-14 13:24:00
1394836,14만건은 어디서 나온 정보인가요?,유공lgb60l충남,2024-02-14 23:17:00
1394836,제가 잘못 알았네요13만 6천대 리콜 해 줬다는것을 발생했다고 오해 했네요,바다창고EV9충남,2024-02-15 05:49:00
1394836,원인을 모릅니다... 원인을 알면 비용이 들더라도 리콜을 해서 개선하느게 제일 싼 방법인데 무상수리라는 말은원인도 모르고 언제터질지도 모르고 계속 보증기간내에 교체 해주겠다는거 밖에 안됩니다. 보증과 관계없이 무상수리되는지 모르겠지만 보증끝나고나면 좀 골치 아플듯요.,맥스큐lEV6l경남,2024-02-14 11:18:00
1394836,미국 소비자와 내수 소비자를 다르게 대하는 현기의 태도 정말 화 나네요.,앵두루II부산,2024-02-14 11:32:00
1394836,"네, 안사는게 복수하는 제일 좋은방법인데 막상 살려고 리스트업 해보면 딱히 살만한 차가 없어요...문제없는차도 없고요.",맥스큐lEV6l경남,2024-02-14 11:34:00
1394836,"현재 니로 하이브리드 운용 중인데 아이가 생기고 자라 ev9 이나 아이오닉7로 변경 계획 중이었는데고민 되네요.싼타페, 쏘렌토 하브로 가야 하나 싶기도 하고요.",앵두루II부산,2024-02-14 11:43:00
1394836,저라면 하브 갈것 같아요 ㅎㅎ,맥스큐lEV6l경남,2024-02-14 11:44:00
1394836,ㅠㅠ,앵두루II부산,2024-02-14 11:45:00
1394836,굉장히 치명적인 결함이네요.. ICCU 관련해선 관심을 가지고 계속 지켜봐야겠어요,툰툰I전남,2024-02-14 14:00:00
1394836,후기들보면 진짜 운빨인거같던데요,해위Iix3I경북,2024-02-14 18:08:00
1394836,"iccu 대표 증상이 완속 충전 중단 되거나, 운행 중 하루에서 퍽 터지는 소리 나면서 구동력 상실 됩니다.2025년에 출시하는 차에 개선품 달고 나온다고 합니다. 물론 그것도 나와서 유료 베타테스터 해봐야지 압니다.현시점에선 현기 전기차는 iccu 복불복임..운 좋으면 안터지는거고, 운 나쁘면 계속 터짐..",캣마스터l부산,2024-02-14 18:15:00
1394836,리콜한숫자라고합니다,하마ㅣ쏘울evㅣ용인,2024-02-15 09:58:00
1394836,"2,3번 터지는 분들도 있는거보면 충전 환경에따라 차이가 큰듯해요. 자동차 결함들은 그래도 금방금방 해결책 나와서 적용이 되었는데 iccu는 몇년째 방치중이라 걱정되죠.",투리스I서울,2024-02-15 08:18:00
1394836,와이프차 고속도로에서 2번 섰습니다 한번은 경고 없이 한번은 iccu 멈춤 하이테크에서 교환 했는데 이제 전기차 안탈라 합니다,두두둥l아6l대구,2024-02-16 23:24:00
1394836,시한폭탄 맞습이다.그리고 소비자의 권위가 높은 미국이기도 하지만소송이나 정부 압박으로 리콜을 한것이지원인해결이 되서 한건 아닙니다. 지금도 아이오닉포럼에는 3번째 교체 받는다. 부품수급 4주 걸렸다. 업데이트 받았는데 터졌다 등등 글이 올라 옵니다.단지 비용을 아끼기 위해 무상수리를 하는건 아닐껍니다. 원인이나 해결책을 찾지 못해서 아무것도 안하는 것이죠.개선이 되었다면 최근 출시된 e-gmp 플랫폼 차량인 EV9 이나 아이오닉5N 정도는ICCU 논란에서 벗어나 있어야 하지만 그렇지가 않아요지금 문제도 해결 못하면서 2025년 부터새로운 ICCU 적용된 전기차량이 나올꺼라고 관심을 돌리고 있습니다.미국이랑 다르게 정부에서 이 사안을 너무 가볍게 생각하고 있는게 문제입니다. 차량이 운행중에 멈추는것보다 더 주요한 결함이 어딧나요?꼭 터지거나 화재가 발생해야만 결함인건지.. 꼭 사람이 다치거나 죽어야만 움직이려는지.. 아쉬워요,루루시I아이5닉I경북,2024-02-18 12:11:00
1393568,기사 부탁드립니다.,수퍼맨아빠IGV60I경남,2024-02-12 09:31:00
1393568,https://youtu.be/ZDG5rGlHeSk?si=s9322UyFh4OotU2j,메타블루I코나I충북,2024-02-12 09:33:00
1393568,기사는 아니였고 영상에서 나왔어서요,메타블루I코나I충북,2024-02-12 09:33:00
1393568,감사합니다.,수퍼맨아빠IGV60I경남,2024-02-12 09:33:00
1393568,안녕하세요. 반갑습니다.,뚤훌뚤,2024-02-12 09:41:00
1393568,대신 화재위험이 훨 클듯..,콩I아이오닉I파주,2024-02-12 12:19:00
1393568,CATL 523급 기정사실일거 같은데..,보웅I볼트I경기,2024-02-12 12:27:00
1393568,매우 유감스럽네요...제차 포함 ncm이여도 배터리가 중국산이면 보조금을 축소해야하는데,메타블루I코나I충북,2024-02-12 22:07:00
1393069,아직 현재 진행형으로 알고 있어요 리콜해도 이상이 생기는 경우가 있다고 알고 있어요,다다익선IEv6I의왕,2024-02-11 06:34:00
1393069,리콜해도 화재나 문제는 해결되지 않았습니다. 현대에서도 원인 파악을 못했다고 하네요,진박l오닉5l서울,2024-02-11 07:22:00
1393069,원인은 배터리팩이에요.. 화재에서 안전한 배터리는 없습니다..,병욱I아이오닉I서울,2024-02-11 09:08:00
1390528,장거리운행이 많으시면 코나그렇지 않으시면 볼트요,집밥 I EUV I 청라,2024-02-06 13:35:00
1390528,무조건 코나,토르1l폴스타l구미,2024-02-06 13:36:00
1390528,코나죠.,불티나 I 코나 I 부산,2024-02-06 13:37:00
1390528,가성비로는 코나. 성능은 떨어져도 내부디자인 갬성 필요하면 벤츠 eqa(천천히 타고댕기묜 되요),출구l쏘울l발산역,2024-02-06 13:53:00
1390528,신차 코나는 좋은데 가성비는 아닐거 같네요.,갈색구두l니로EVl평촌,2024-02-06 13:58:00
1390528,코나 니로 소울 삼형제 가성비 대단하죠 중고든 신차든요 소울 단종이 아쉽긴합니더,벰비I니로플러스I충남,2024-02-06 14:15:00
1390528,아마도 구형?중고 비교인듯그나마 충전속도 + 반자율 + 최고속도 + 레인지면에서 코나가 우위가격면에서(싼) 볼트 우위,수원INIROI광교,2024-02-06 15:34:00
1390528,코나 볼트 고민하다 좀더주고 코나로 했습니다 후회는 없습니다.,수신별I아6l부산,2024-02-06 23:49:00
1390516,무시동 히터 불법 개조 아닌가요?? 검사시 문제 되지 않나요??궁금하네요 충돌 햇을때 앞에 잇는데 기름하고 화재시 문제 될거 같기도 하고요,에어Iix50I경기,2024-02-06 13:50:00
1390516,"닉네임 변경 후 글 작성해 주세요.한글별명은 ""별명I보유전기차I지역"" 결합으로 구분은 영문대문자 아이(I)입니다.보유하고 계신 전기차가 없으시면 ""별명과 지역"" 만 표기해주시면 됩니다.",전기l니로EVl부산,2024-02-06 13:26:00
1390516,"당연히 충돌안정성 확보되지 않습니다. 히터 튼다고 거리 확확 줄어들지 않아요, 그냥 겨울되면 전지 효율되서 거리 확 줄고 히터 켜면 15% 정도 더 주는 수준이에요.",찍찍찍l구오닉5l청주,2024-02-06 14:04:00
1390516,그냥 히터 켜고다니세여 ㅋㅋㅋㅋ,루이ㅣ레이ㅣ남양주,2024-02-06 14:23:00
1390516,등유는 발화점이 낮아서 화재걱정은 덜하죠~1세대 전기차들에겐 유용할겁니다.,미제I트론아6ev9I문막,2024-02-06 14:24:00
1390516,그 정도면 거의 내연기관으로 돌아가는 것 아닌가요? 전기차가 아직 완전하지 않다는 의미로도 들리네요.,녹티I구입예정I서울,2024-02-06 14:36:00
1390516,무시동히터를 넣을 생각이면하이브리드 타는게 훨신 낫지않나요?전기차를 살 이유가 딱히..,청로Iix3I수원,2024-02-06 14:38:00
